07/06/2025,19:28:03,.9,1,21.3,0,33.9,53.0,39.2
07/06/2025,19:28:04,6.5,1,41.8,1,21.2,0,33.9,53.0,39.2
07/06/2025,19:28:05,6.5,1,42.0,1,21.3,0,33.9,53.0,39.2
07/06/2025,19:28:06,6.5,1,41.8,1,21.2,0,33.9,53.0,39.2
07/06/2025,19:28:07,6.5,1,41.8,1,21.2,0,33.9,53.0,39.2
07/06/2025,19:28:08,6.5,1,41.9,1,21.3,0,33.9,53.0,39.2
07/06/2025,19:28:09,6.5,1,41.9,1,21.3,0,33.9,53.0,39.2
07/06/2025,19:28:10,6.5,1,41.9,1,21.3,0,33.9,53.0,39.2
07/06/2025,19:28:11,6.5,1,41.9,1,21.3,0,33.9,53.0,39.2
07/06/2025,19:28:12,6.5,1,41.9,1,21.2,0,33.9,53.0,39.2
07/06/2025,19:28:13,6.5,1,41.9,1,21.2,0,33.9,53.0,39.2
07/06/2025,19:28:14,6.5,1,42.0,1,21.3,0,33.9,53.0,39.2
07/06/2025,19:28:15,6.5,1,41.9,1,21.2,0,33.9,53.0,39.2
07/06/2025,19:28:16,6.5,1,41.8,1,21.2,0,33.9,53.33.5,53.0,38.3
07/06/2025,19:28:17,6.5,1,41.9,1,21.2,0,33.5,53.0,38.3
07/06/2025,19:28:18,6.5,1,42.0,1,21.2,0,33.5,53.0,38.3
